label,original_label,bbox_min_x,bbox_min_y,bbox_min_z,bbox_max_x,bbox_max_y,bbox_max_z,bbox_width,bbox_height,bbox_depth,min_intensity,max_intensity,sum_intensity,area,mean_intensity,sum_intensity_times_x,mass_center_x,sum_intensity_times_y,mass_center_y,sum_intensity_times_z,mass_center_z,sum_x,centroid_x,sum_y,centroid_y,sum_z,centroid_z,sum_distance_to_centroid,mean_distance_to_centroid,sum_distance_to_mass_center,mean_distance_to_mass_center,standard_deviation_intensity,max_distance_to_centroid,max_distance_to_mass_center,mean_max_distance_to_centroid_ratio,mean_max_distance_to_mass_center_ratio,annotated_class,key
68,68,0,978,0,31,1047,0,32,70,1,5543,17010,15850516,1876,8449.103,210879890,13.304292,16022968000,1010.87994,0,0,25889,13.800107,1897366,1011.38916,0,0,34338.96,18.30435,34368.78,18.320246,1444.9747,38.191296,38.49237,2.08646,2.1010838,1,272
69,69,61,978,0,107,1036,0,47,59,1,6400,19284,22346996,2036,10975.932,1864715400,83.44367,22519636000,1007.72546,0,0,169954,83.474464,2051153,1007.44257,0,0,36318.258,17.838045,36317.938,17.837887,2236.6064,35.300415,35.519848,1.9789397,1.9912587,1,276
70,70,421,985,0,473,1041,0,53,57,1,7921,21410,24756436,2057,12035.215,11066864000,447.02975,25082014000,1013.15125,0,0,919120,446.82547,2083842,1013.04913,0,0,36930.37,17.95351,36933.11,17.954842,1848.6992,33.400562,33.17953,1.8603917,1.8479434,1,280
71,71,534,986,0,578,1017,0,45,32,1,10544,31923,19371392,1044,18554.975,10754029000,555.15,19416682000,1002.338,0,0,579376,554.9579,1047112,1002.9809,0,0,13432.704,12.866575,13446.333,12.87963,3593.7087,25.59984,25.76958,1.989639,2.0008013,1,284
72,72,1345,999,0,1395,1060,0,51,62,1,7025,21112,26379232,2103,12543.62,36124463000,1369.4282,27144370000,1029.0054,0,0,2879548,1369.2573,2163676,1028.8522,0,0,38811.63,18.455364,38815.926,18.457407,2235.6855,34.934803,34.901924,1.8929349,1.890944,1,288
73,73,1142,1009,0,1186,1072,0,45,64,1,12172,36503,44689590,2079,21495.715,52018100000,1163.9869,46554046000,1041.7201,0,0,2421260,1164.6272,2164608,1041.1775,0,0,37410.4,17.99442,37430.223,18.003954,4063.7644,33.924442,34.677517,1.8852757,1.9261056,1,292
74,74,220,1017,0,292,1079,0,73,63,1,6639,36752,46726184,3500,13350.338,11987187000,256.5411,49092825000,1050.6492,0,0,891187,254.62485,3673887,1049.682,0,0,78924.93,22.54998,79161.09,22.617455,4041.409,37.7516,38.045673,1.67413,1.6821377,1,296
75,75,1542,1017,0,1580,1066,0,39,50,1,8867,24992,19191752,1357,14142.78,29961850000,1561.1838,19986995000,1041.4368,0,0,2118951,1561.4967,1412917,1041.2064,0,0,19919.508,14.679078,19924.906,14.683056,2626.6704,26.878742,26.823122,1.831092,1.8268079,1,300
76,76,335,1020,0,375,1062,0,41,43,1,7776,27977,21780660,1244,17508.568,7756904000,356.13724,22652774000,1040.0408,0,0,441690,355.05627,1294813,1040.8464,0,0,17117.254,13.7598505,17179.822,13.810146,4267.885,25.472765,24.458788,1.8512385,1.7710738,1,304
77,77,385,1035,0,461,1096,0,77,62,1,6752,22563,40596516,3169,12810.514,17206330000,423.8376,43276833000,1066.0233,0,0,1339633,422.73053,3381524,1067.0635,0,0,71961.7,22.708017,72053.95,22.737127,2546.6948,42.74753,42.319088,1.8824863,1.8612329,1,308
78,78,1422,1039,0,1462,1100,0,41,62,1,6936,24493,25358128,1976,12833.062,36622010000,1444.192,27102667000,1068.796,0,0,2852206,1443.4241,2113303,1069.4854,0,0,34420.15,17.419104,34473.598,17.446154,2663.6902,31.703571,32.166023,1.8200461,1.8437315,1,312
79,79,1503,1046,0,1532,1096,0,30,51,1,8376,32570,20062508,1129,17770.158,30421887000,1516.3551,21440651000,1068.6925,0,0,1712723,1517.0266,1207805,1069.8008,0,0,15272.689,13.527626,15304.037,13.555392,4198.727,26.883438,27.82762,1.9872991,2.052882,1,316
80,80,563,1058,0,606,1095,0,44,38,1,8535,26210,20369400,1292,15765.789,11928032000,585.5859,21921335000,1076.1896,0,0,755506,584.75696,1391031,1076.6493,0,0,17777.643,13.759785,17806.092,13.781804,3241.7656,23.800714,24.383808,1.7297301,1.7692755,1,320
81,81,1252,1069,0,1302,1119,0,51,51,1,7415,23161,26636040,2005,13284.808,34028840000,1277.5487,29143937000,1094.1543,0,0,2560813,1277.2134,2192863,1093.6973,0,0,33923.51,16.919456,33936.207,16.925789,2404.4019,27.647484,27.836378,1.6340646,1.6446134,1,324
82,82,1316,1089,0,1383,1146,0,68,58,1,6187,20910,30724292,3103,9901.48,41461436000,1349.4677,34274384000,1115.5468,0,0,4186434,1349.157,3462912,1115.9884,0,0,65730.1,21.18276,65750.9,21.189463,1471.1405,37.59673,37.09939,1.774874,1.7508414,1,328
83,83,694,1091,0,766,1171,0,73,81,1,7873,37483,50084708,3462,14466.986,36509850000,728.962,56505266000,1128.1938,0,0,2527983,730.2088,3910133,1129.4434,0,0,85075.586,24.574114,85240.58,24.621773,3925.0908,48.721607,48.866646,1.9826394,1.9846925,1,332
84,84,1527,1094,0,1595,1142,0,69,49,1,6482,22956,22314536,2055,10858.654,34813890000,1560.144,24957413000,1118.4375,0,0,3206387,1560.2856,2298693,1118.5853,0,0,38940.38,18.94909,38947.406,18.952509,2210.1113,39.858143,39.909325,2.1034331,2.1057541,1,336
85,85,40,1096,0,85,1161,0,46,66,1,5365,20965,23171744,2306,10048.458,1460531300,63.030704,26115660000,1127.0477,0,0,143106,62.05811,2598124,1126.6799,0,0,43355.89,18.80134,43383.746,18.81342,2264.6118,34.741814,35.567314,1.8478371,1.8905289,1,340
86,86,579,1114,0,650,1177,0,72,64,1,7505,28853,49753416,3454,14404.579,30537200000,613.77094,56915290000,1143.9474,0,0,2118712,613.40826,3952675,1144.3761,0,0,77927.86,22.561628,77947.63,22.567352,2964.2886,38.976387,38.83549,1.727552,1.7208705,1,344
87,87,305,1132,0,373,1189,0,69,58,1,7056,23562,40768092,3097,13163.736,13775643000,337.90256,47263170000,1159.3177,0,0,1045125,337.46365,3591889,1159.7963,0,0,65247.465,21.067957,65270.926,21.075533,2347.2043,35.545265,35.09888,1.6871719,1.6653852,1,348
88,88,1374,1132,0,1414,1158,0,41,27,1,12055,33182,18162284,767,23679.64,25327325000,1394.5011,20811350000,1145.8553,0,0,1070276,1395.4054,879063,1146.1056,0,0,8473.294,11.047319,8500.57,11.082882,4821.029,22.202139,21.402145,2.0097308,1.9310993,1,352
89,89,92,1137,0,155,1192,0,64,56,1,7733,27663,34501190,2424,14233.165,4301052400,124.66388,40150245000,1163.735,0,0,303863,125.356026,2821228,1163.8729,0,0,46068.324,19.005085,46091.133,19.014494,2734.6936,34.85946,34.23886,1.8342174,1.8006717,1,356
90,90,1594,1139,0,1607,1171,0,14,33,1,6446,12947,3014603,354,8515.828,4829339000,1601.9818,3482042000,1155.0582,0,0,566979,1601.6356,408877,1155.0198,0,0,2871.9565,8.112871,2877.6658,8.129,1029.5227,16.894075,16.824057,2.0823793,2.0696342,1,360
91,91,1166,1140,0,1264,1213,0,99,74,1,6363,27241,58102470,5480,10602.642,70606640000,1215.209,68336780000,1176.1425,0,0,6659833,1215.2981,6447583,1176.5663,0,0,156418.11,28.543451,156437.23,28.546942,2711.931,50.29699,50.27924,1.7621201,1.7612829,1,364
92,92,442,1157,0,498,1204,0,57,48,1,6217,22694,22287264,1840,12112.643,10540650000,472.945,26257832000,1178.154,0,0,869650,472.63583,2167737,1178.1179,0,0,31690.955,17.223345,31688.98,17.222271,2790.0886,32.409294,32.706764,1.8817073,1.8990971,1,368
93,93,221,1174,0,275,1238,0,55,65,1,5721,19610,25864976,2573,10052.459,6438420000,248.92426,31215137000,1206.8496,0,0,639584,248.57521,3105197,1206.8391,0,0,49954.363,19.414833,49958.555,19.416462,2143.5867,33.668007,33.60302,1.7341384,1.7306459,1,372
94,94,1384,1183,0,1424,1214,0,41,32,1,9901,31676,20517928,1008,20355.086,28824410000,1404.8402,24580135000,1197.9833,0,0,1416929,1405.6835,1208049,1198.4612,0,0,12259.959,12.162657,12289.114,12.191581,4781.2188,21.690165,20.864996,1.783341,1.7114266,1,376
95,95,613,1191,0,669,1246,0,57,56,1,6995,19832,26707160,2318,11521.639,17130783000,641.43036,32517990000,1217.5758,0,0,1486414,641.2485,2823136,1217.9188,0,0,42563.79,18.36229,42569.066,18.364567,2167.167,30.392962,30.429502,1.6551837,1.6569681,1,380
96,96,71,1203,0,99,1246,0,29,44,1,9196,29220,18867694,1012,18643.967,1597564000,84.67193,23112792000,1224.9929,0,0,85496,84.482216,1239659,1224.9596,0,0,12555.56,12.40668,12555.755,12.406873,4497.7354,22.09944,22.154633,1.7812533,1.7856742,1,384
97,97,1527,1203,0,1576,1261,0,50,59,1,5925,20139,24757040,2122,11666.843,38395257000,1550.8823,30492576000,1231.6729,0,0,3290833,1550.8167,2614418,1232.0537,0,0,37031.26,17.451113,37036.996,17.453815,2726.5566,29.189922,29.492397,1.6726682,1.6897392,1,388
98,98,515,1211,0,583,1266,0,69,56,1,5969,20903,26737884,2831,9444.678,14678055000,548.96094,33094451000,1237.7363,0,0,1554260,549.01447,3505251,1238.167,0,0,57390.51,20.27217,57401.38,20.276007,1866.1437,34.229748,34.227535,1.6885093,1.6880807,1,392
99,99,360,1212,0,420,1261,0,61,50,1,6242,18187,24170934,2350,10285.504,9413817000,389.4685,29911362000,1237.493,0,0,915736,389.6749,2906466,1236.7941,0,0,43458.51,18.492983,43482.67,18.503263,1872.3243,31.44925,31.440842,1.7006044,1.6992052,1,396
100,100,0,1231,0,23,1273,0,24,43,1,7990,26137,13995118,812,17235.367,133283030,9.523538,17554962000,1254.3634,0,0,7898,9.726601,1018055,1253.7623,0,0,9438.596,11.623886,9443.8545,11.6303625,3562.753,23.837067,24.30678,2.0506968,2.0899417,1,400
101,101,178,1263,0,217,1307,0,40,45,1,5438,20183,11770305,1370,8591.464,2305520600,195.87604,15129248000,1285.3744,0,0,269405,196.646,1759935,1284.6241,0,0,19392.314,14.154975,19433.918,14.185342,1757.145,25.91201,24.858805,1.8305938,1.752429,1,404
102,102,308,1271,0,364,1315,0,57,45,1,6887,24451,24551816,1923,12767.454,8273236500,336.97046,31751678000,1293.2517,0,0,645815,335.83722,2486320,1292.9381,0,0,32022.879,16.652563,32077.766,16.681105,3136.313,28.454197,29.057833,1.7086978,1.7419609,1,408
103,103,436,1274,0,478,1329,0,43,56,1,6590,24074,21501906,1851,11616.373,9789118000,455.2675,28017734000,1303.0349,0,0,844310,456.13724,2410081,1302.0427,0,0,30484.004,16.468939,30549.877,16.504526,2250.853,28.509396,29.34685,1.7311009,1.7781092,1,412
104,104,81,1275,0,128,1327,0,48,53,1,6759,23878,19329524,1753,11026.54,2047348000,105.91818,25081000000,1297.5488,0,0,183692,104.787224,2275028,1297.7913,0,0,28307.324,16.147932,28353.508,16.174278,2470.9885,31.149809,30.910185,1.9290278,1.9110705,1,416
105,105,394,1277,0,428,1338,0,35,62,1,8409,22573,23607836,1688,13985.686,9720266000,411.73895,30862785000,1307.311,0,0,694638,411.5154,2206463,1307.1464,0,0,28082.082,16.636305,28086.777,16.639088,2354.3796,31.33732,31.136652,1.8836707,1.8712956,1,420
106,106,636,1289,0,680,1340,0,45,52,1,7326,25242,24198168,1738,13922.997,15956667000,659.4163,31796668000,1314.0114,0,0,1145952,659.35095,2283239,1313.7163,0,0,28305.527,16.286264,28309.248,16.288404,3061.4895,29.21676,29.351204,1.793951,1.8019693,1,424
107,107,544,1293,0,596,1342,0,53,50,1,6866,23733,24297386,1989,12215.88,13897769000,571.9862,31986530000,1316.4598,0,0,1135850,571.06586,2617754,1316.1156,0,0,33894.805,17.041128,33926.258,17.056942,2562.2188,29.27078,30.23722,1.7176551,1.7727222,1,428
108,108,232,1307,0,266,1360,0,35,54,1,5528,15513,13160740,1489,8838.644,3278971400,249.14796,17551628000,1333.6354,0,0,370549,248.85762,1985049,1333.1423,0,0,22548.785,15.143577,22564.266,15.153973,1397.3868,27.345535,26.912477,1.8057514,1.7759354,1,432
109,109,614,1316,0,655,1387,0,42,72,1,6154,19342,24016424,2254,10655.023,15201851000,632.97736,32488526000,1352.763,0,0,1427017,633.10425,3050833,1353.5194,0,0,43846.31,19.452665,43889.99,19.472044,1811.707,38.608204,37.843185,1.9847256,1.9434624,1,436
110,110,481,1327,0,519,1380,0,39,54,1,7834,25762,22343424,1643,13599.162,11164808000,499.691,30241696000,1353.4943,0,0,821946,500.27142,2224284,1353.7942,0,0,25608.957,15.586705,25625.41,15.596719,2749.3572,27.19592,27.337223,1.7448152,1.7527548,1,440
111,111,325,1330,0,366,1381,0,42,52,1,7275,24658,21320226,1530,13934.789,7374239000,345.87997,28880826000,1354.621,0,0,529689,346.20197,2072240,1354.4053,0,0,23312.328,15.236816,23319.05,15.24121,2972.5679,28.703259,28.627052,1.8838094,1.8782663,1,444
112,112,16,1332,0,74,1387,0,59,56,1,8131,25759,39853340,2616,15234.456,1807325300,45.349407,54183883000,1359.5819,0,0,119325,45.61353,3556465,1359.5049,0,0,50509.38,19.307865,50512.484,19.309053,2941.5222,31.415022,31.67397,1.6270583,1.6403688,1,448
113,113,270,1332,0,313,1388,0,44,57,1,6647,19093,21100326,1902,11093.757,6171101700,292.46475,28690893000,1359.7369,0,0,555611,292.11932,2586848,1360.0673,0,0,31652.633,16.641762,31661.887,16.646627,1956.644,28.334269,28.376541,1.7026002,1.704642,1,452
114,114,135,1336,0,190,1386,0,56,51,1,7664,19426,21519184,1984,10846.362,3524195300,163.76993,29269758000,1360.1704,0,0,324250,163.43245,2698775,1360.2697,0,0,34338.64,17.307781,34342.17,17.309563,1543.2771,31.387524,31.20109,1.8134921,1.8025348,1,456
115,115,197,1338,0,232,1389,0,36,52,1,5512,15203,13210498,1335,9895.504,2830795300,214.28377,18013596000,1363.5819,0,0,285812,214.09138,1820475,1363.6517,0,0,19450.186,14.5694275,19452.822,14.571403,1487.3538,26.61389,26.598635,1.8266943,1.8253998,1,460
116,116,1433,1349,0,1509,1417,0,77,69,1,4635,14195,28800404,3455,8335.861,42439290000,1473.5659,39774620000,1381.044,0,0,5088742,1472.863,4774235,1381.8335,0,0,79146.65,22.907856,79203.67,22.92436,1691.2834,42.53345,42.92815,1.856719,1.8725997,1,464
117,117,440,1351,0,475,1408,0,36,58,1,8209,29213,23266480,1647,14126.581,10648812000,457.68896,32073824000,1378.5421,0,0,753840,457.7049,2271446,1379.1414,0,0,26347.414,15.997215,26359.387,16.004484,2478.9692,29.046152,29.64338,1.8157005,1.852192,1,468
118,118,1031,1359,0,1120,1438,0,90,80,1,5335,16614,50607320,5142,9841.953,54362284000,1074.198,70865870000,1400.3087,0,0,5522769,1074.0508,7196937,1399.6377,0,0,139911.5,27.209549,139941.22,27.215328,1744.7557,47.85271,47.5278,1.7586734,1.7463615,1,472
119,119,97,1380,0,138,1426,0,42,47,1,7965,21910,17782244,1259,14124.102,2081444400,117.05184,24925962000,1401.7333,0,0,146558,116.408264,1765039,1401.9373,0,0,17961.316,14.2663355,17982.107,14.282849,2810.9084,27.248043,27.554028,1.909954,1.9291688,1,476
120,120,0,1389,0,39,1446,0,40,58,1,8832,21358,23792842,1772,13427.112,394442800,16.578215,33683685000,1415.7067,0,0,29857,16.849323,2510708,1416.8782,0,0,29048.97,16.393324,29100.78,16.422562,2101.0193,32.783176,33.659122,1.9997883,2.0495658,1,480
121,121,130,1396,0,177,1440,0,48,45,1,7615,20871,17684392,1333,13266.61,2695147300,152.40259,25042995000,1416.1072,0,0,203863,152.93549,1887884,1416.2671,0,0,19744.58,14.812139,19747.896,14.814626,2219.818,27.436302,27.137035,1.852285,1.8317733,1,484
122,122,389,1402,0,430,1445,0,42,44,1,8668,22725,21349490,1375,15526.901,8756617000,410.15582,30418588000,1424.7922,0,0,564218,410.34036,1958940,1424.6836,0,0,19356.797,14.07767,19357.617,14.078267,2584.981,24.654696,24.82728,1.7513335,1.7635182,1,488
123,123,629,1409,0,670,1465,0,42,57,1,6922,20882,23081464,1876,12303.553,15043281000,651.7473,33184645000,1437.7185,0,0,1222260,651.52454,2695820,1437.0043,0,0,31424.25,16.750668,31445.645,16.762072,2374.7876,29.5558,29.391302,1.764455,1.7534409,1,492
124,124,330,1410,0,376,1459,0,47,50,1,7069,20492,21780354,1830,11901.833,7700885500,353.57028,31243782000,1434.4938,0,0,646446,353.2492,2626263,1435.1165,0,0,29773.457,16.26965,29793.87,16.280804,2345.8022,28.177654,28.466213,1.7319152,1.7484525,1,496
125,125,511,1414,0,547,1475,0,37,62,1,6415,23121,21988734,1781,12346.285,11622866000,528.58276,31757326000,1444.2544,0,0,941958,528.89276,2571735,1443.9838,0,0,30143.736,16.925175,30155.393,16.93172,2934.0657,31.087734,30.84048,1.8367748,1.8214617,1,500
126,126,274,1420,0,331,1483,0,58,64,1,5291,17386,24664712,2627,9388.928,7488741000,303.62167,35775200000,1450.4609,0,0,795720,302.90067,3811142,1450.7583,0,0,52610.734,20.026926,52638.684,20.037565,1518.5302,36.148014,36.356087,1.8049706,1.8143964,1,504
127,127,34,1436,0,83,1476,0,50,41,1,7056,20061,19688500,1519,12961.487,1140683100,57.93652,28664687000,1455.9102,0,0,88485,58.252136,2212117,1456.2982,0,0,23078.516,15.193229,23085.994,15.198153,2569.5408,27.234234,27.204668,1.7925245,1.7899984,1,508
128,128,450,1438,0,492,1488,0,43,51,1,7133,21826,21624624,1699,12727.8545,10199423000,471.6578,31628160000,1462.5994,0,0,801122,471.52563,2485261,1462.7788,0,0,26518.73,15.608436,26520.574,15.609521,2550.953,26.187864,25.975391,1.677802,1.6640736,1,512
129,129,0,1446,0,13,1475,0,14,30,1,7074,14973,3529639,316,11169.744,16945624,4.800951,5156819000,1461.0046,0,0,1596,5.050633,461686,1461.0317,0,0,2433.8635,7.7021,2437.205,7.7126746,1534.437,15.857555,15.753993,2.0588613,2.042611,1,516
130,130,124,1469,0,209,1523,0,86,55,1,4682,15561,25018656,3125,8005.9697,4125013800,164.8775,37446435000,1496.7404,0,0,514098,164.51135,4677969,1496.9501,0,0,73806.445,23.618061,73829.195,23.625341,1529.4519,46.091652,45.794037,1.9515426,1.9383439,1,520
131,131,601,1477,0,645,1530,0,45,54,1,6463,21504,22978776,1848,12434.402,14296599000,622.16534,34525400000,1502.4908,0,0,1150450,622.5379,2777239,1502.835,0,0,30354.7,16.425703,30363.02,16.430206,2783.7812,27.940716,28.19158,1.7010362,1.7158384,1,524
132,132,397,1490,0,455,1545,0,59,56,1,5340,17907,23590818,2434,9692.201,10045900000,425.8394,35770450000,1516.287,0,0,1035193,425.30527,3691581,1516.6726,0,0,45750.99,18.796627,45771.332,18.804985,1906.7645,31.907722,32.071125,1.6975238,1.7054586,1,528
133,133,287,1511,0,355,1576,0,69,66,1,4471,18722,26247848,3160,8306.281,8445174300,321.7473,40506225000,1543.2208,0,0,1015085,321.22943,4877316,1543.4545,0,0,69574.41,22.017218,69592.29,22.022877,1737.1338,40.456856,40.73125,1.8375099,1.8494973,1,532
134,134,475,1522,0,513,1579,0,39,58,1,6380,20175,21852832,1794,12181.066,10809335000,494.64227,33889190000,1550.7916,0,0,887270,494.5764,2783591,1551.6116,0,0,29615.406,16.50803,29645.086,16.524574,2682.284,29.940166,29.11954,1.8136729,1.7621961,1,536
135,135,551,1598,0,584,1607,0,34,10,1,7316,14869,2725308,257,10604.312,1549733100,568.64514,4370125000,1603.5343,0,0,146125,568.5798,412054,1603.323,0,0,1999.6729,7.780828,2002.0109,7.7899256,1623.5355,17.9602,17.982271,2.3082633,2.3084009,1,540
1,1,513,0,0,574,20,0,62,21,1,5944,21498,11473696,981,11695.918,6230143500,542.9936,86581890,7.54612,0,0,533725,544.06213,7842,7.9938836,0,0,14596.378,14.87908,14624.184,14.907424,2631.4998,32.07426,31.33791,2.1556616,2.102168,1,5
2,2,661,0,0,697,17,0,37,18,1,6643,20876,6163578,518,11898.799,4175747000,677.4875,40544764,6.578121,0,0,350958,677.5251,3778,7.293436,0,0,4888.1724,9.436626,4907.6997,9.474323,2980.8057,20.79583,20.5915,2.2037356,2.1734006,1,10
3,3,945,0,0,1000,63,0,56,64,1,6057,20182,25687792,2507,10246.427,25008505000,973.556,755034200,29.392725,0,0,2440894,973.6315,76056,30.337456,0,0,49237.598,19.640047,49270.14,19.653028,2244.5615,36.135242,35.663185,1.8398756,1.8146406,1,15
4,4,435,15,0,475,75,0,41,61,1,6523,24849,22241616,1776,12523.433,10092642000,453.77286,956841400,43.020317,0,0,805735,453.67963,77369,43.563625,0,0,30011.346,16.898281,30012.09,16.898699,2865.5208,32.138187,32.689014,1.9018613,1.9344101,1,20
5,5,1593,64,0,1607,121,0,15,58,1,6201,18999,7025033,702,10007.17,11249294000,1601.3156,660620900,94.038124,0,0,1123991,1601.1268,65062,92.68091,0,0,9605.538,13.683103,9635.01,13.725085,2196.0996,29.276075,30.571259,2.1395788,2.2274003,1,25
6,6,519,66,0,579,115,0,61,50,1,6098,23675,26310174,2332,11282.235,14451341000,549.2682,2410175000,91.60619,0,0,1279875,548.8315,213156,91.4048,0,0,43152.508,18.504505,43164.05,18.509455,2604.4065,31.46257,31.784166,1.7002654,1.7171855,1,30
7,7,655,89,0,723,164,0,69,76,1,5273,17647,32034728,3973,8063.1084,21947832000,685.1262,4085078500,127.52031,0,0,2724031,685.6358,507374,127.70551,0,0,95230.484,23.969416,95255.95,23.975826,1421.2089,43.47199,43.059155,1.813644,1.7959404,1,35
8,8,439,122,0,490,161,0,52,40,1,7046,26739,22693592,1628,13939.553,10555705000,465.14035,3213285000,141.59438,0,0,757054,465.02087,230338,141.48526,0,0,25155.305,15.451661,25156.215,15.45222,3941.4036,26.142107,26.250809,1.6918639,1.6988374,1,40
9,9,1500,165,0,1550,228,0,51,64,1,5766,23705,21106172,2164,9753.314,32208464000,1526.0211,4195892500,198.7993,0,0,3305346,1527.4242,432390,199.81053,0,0,39392.945,18.203764,39559.938,18.280933,2235.1475,36.3816,35.859257,1.9985757,1.961566,1,45
10,10,1601,168,0,1607,192,0,7,25,1,7969,12259,1241460,122,10175.901,1992362100,1604.854,223089380,179.6992,0,0,195780,1604.754,21948,179.90163,0,0,678.2464,5.5593963,678.4767,5.561284,979.6206,12.305081,12.4865885,2.2133844,2.2452707,1,50
11,11,885,187,0,955,251,0,71,65,1,6602,24275,40305490,3597,11205.307,37098410000,920.4307,8866743000,219.98848,0,0,3310405,920.32385,786694,218.70837,0,0,81658.086,22.70172,81744.49,22.725742,2309.6985,37.856083,38.768005,1.6675426,1.7059071,1,55
12,12,1525,258,0,1569,308,0,45,51,1,7080,23274,23467370,1771,13250.914,36323496000,1547.8298,6661128000,283.8464,0,0,2741315,1547.891,501513,283.1807,0,0,28141.084,15.88994,28157.059,15.89896,2754.894,25.560085,26.040096,1.6085702,1.637849,1,60
13,13,1493,306,0,1553,353,0,61,48,1,6670,20947,25175004,2153,11692.988,38311223000,1521.7961,8328329000,330.81738,0,0,3274752,1521.0181,711709,330.5662,0,0,38830.312,18.035444,38868.38,18.053125,1945.6674,33.640873,32.82326,1.8652644,1.8181484,1,65
14,14,1577,327,0,1607,377,0,31,51,1,10379,24805,20285190,1246,16280.249,32343839000,1594.4557,7167313000,353.32736,0,0,1986663,1594.4326,438920,352.26324,0,0,17575.615,14.10563,17606.496,14.130414,2515.3738,28.216496,29.163157,2.0003712,2.063857,1,70
15,15,862,339,0,908,386,0,47,48,1,8560,24277,26095420,1739,15005.992,23091335000,884.8808,9447148000,362.02322,0,0,1538255,884.563,629427,361.9477,0,0,27301.725,15.69967,27305.676,15.7019415,2979.5286,24.886927,24.780827,1.5851879,1.5782014,1,75
16,16,918,384,0,954,428,0,37,45,1,9823,27608,21722560,1221,17790.795,20329978000,935.8924,8838432000,406.878,0,0,1143244,936.31775,496211,406.39722,0,0,16188.423,13.258331,16200.073,13.267874,2918.1853,22.407604,22.904787,1.6900773,1.7263345,1,80
17,17,1540,412,0,1573,452,0,34,41,1,10887,31338,17076548,976,17496.463,26566142000,1555.7091,7328562000,429.15945,0,0,1518186,1555.5183,419884,430.20898,0,0,11971.97,12.266362,11991.957,12.28684,3405.7078,23.30024,24.32477,1.8995233,1.9797417,1,85
18,18,1496,414,0,1537,469,0,42,56,1,6821,30193,24178956,1809,13365.923,36649513000,1515.7609,10655366000,440.68762,0,0,2741160,1515.2902,798138,441.20398,0,0,29732.502,16.435877,29748.1,16.444498,3108.2,29.005959,29.63686,1.7647953,1.8022356,1,90
19,19,1570,415,0,1607,485,0,38,71,1,8269,23409,20970426,1512,13869.33,33362448000,1590.9285,9478410000,451.9894,0,0,2404942,1590.5702,684363,452.62106,0,0,27194.752,17.985949,27219.297,18.002182,2572.7268,41.052197,40.33002,2.2824593,2.2402852,1,95
20,20,733,440,0,784,498,0,52,59,1,6898,27883,27148160,2085,13020.7,20615303000,759.3628,12752139000,469.72388,0,0,1583702,759.56934,978262,469.1904,0,0,37606.188,18.036541,37619.637,18.042992,2944.0513,33.43941,33.70656,1.8539814,1.8681247,1,100
21,21,1417,475,0,1477,559,0,61,85,1,6984,28360,48919004,3960,12353.284,70847226000,1448.2557,25285804000,516.89124,0,0,5733743,1447.9149,2045351,516.5028,0,0,96174.234,24.286425,96195.8,24.291868,2242.9663,42.51104,42.601048,1.7504034,1.7537163,1,105
22,22,1568,501,0,1607,555,0,40,55,1,7346,24106,23465738,1802,13022.053,37268990000,1588.2301,12369373000,527.1248,0,0,2861591,1588.0084,949903,527.1382,0,0,29420.33,16.326488,29422.936,16.327934,2281.1174,29.16812,29.064764,1.786552,1.7800637,1,110
23,23,734,515,0,779,567,0,46,53,1,9094,39500,32448058,1871,17342.629,24616157000,758.6326,17553689000,540.9781,0,0,1417541,757.6382,1012800,541.3148,0,0,30732.045,16.425467,30778.805,16.450459,4412.18,27.93051,27.29238,1.7004393,1.659065,1,115
24,24,834,517,0,884,568,0,51,52,1,8834,25346,27678008,1907,14513.9,23776969000,859.0564,15024860000,542.8447,0,0,1637153,858.4966,1035781,543.14685,0,0,31603.418,16.572323,31618.533,16.580248,2601.4714,27.955616,28.267935,1.6868858,1.7049162,1,120
25,25,510,554,0,559,628,0,50,75,1,7897,32386,48563540,2837,17117.92,26109841000,537.6429,28748755000,591.9823,0,0,1519941,535.7564,1674864,590.36444,0,0,58879.57,20.754166,59201.49,20.867638,4567.082,37.77967,38.890827,1.8203416,1.863691,1,125
26,26,330,557,0,403,636,0,74,80,1,6361,17758,45810976,4508,10162.15,16832353000,367.43054,27341453000,596.8319,0,0,1655708,367.28217,2691827,597.1222,0,0,115033.52,25.51764,115040.76,25.519245,1633.5598,42.441814,42.497746,1.6632344,1.6653215,1,130
27,27,1530,570,0,1598,631,0,69,62,1,7808,26147,41731496,3076,13566.807,65277720000,1564.2314,24972212000,598.40204,0,0,4810065,1563.7402,1842109,598.8651,0,0,66391.41,21.583681,66421.02,21.593311,2625.5986,39.943043,39.270386,1.8506131,1.8186365,1,135
28,28,723,594,0,764,644,0,42,51,1,8548,27854,27182496,1670,16276.944,20231234000,744.2743,16829445000,619.128,0,0,1241783,743.58264,1034004,619.16406,0,0,26108.256,15.633686,26128.613,15.645877,3561.2764,27.235113,26.944487,1.7420788,1.7221462,1,140
29,29,126,614,0,183,670,0,58,57,1,9371,27920,37191160,2447,15198.676,5782095400,155.46962,23976480000,644.68225,0,0,380798,155.61832,1576205,644.13776,0,0,45855.793,18.739597,45868.77,18.7449,2991.0662,30.915758,30.88469,1.6497557,1.6476316,1,145
